caseid,lengua_materna,tipo_residencia,educacion_anios_simples,miembros_hogar,indice_de_riqueza,edad_primer_nacimiento,d104,d106,d107,d108,indice_violencia
      348308701  1,10,1.0,11,2,3.0,15.0,1,1,1,0,3
      348310901  2,10,1.0,12,7,3.0,26.0,1,0,0,0,1
      348310901  4,10,1.0,6,7,3.0,,0,0,0,0,0
      348312401  2,10,1.0,16,7,5.0,32.0,0,0,0,0,0
      348315201  1,1,1.0,7,2,1.0,26.0,1,1,0,0,2
      348402701  2,10,2.0,15,5,3.0,17.0,0,0,0,0,0
      348402801  3,10,2.0,8,7,2.0,20.0,0,0,0,0,0
      348403001  1,10,2.0,11,1,2.0,16.0,1,1,1,1,4
      348403201  3,10,2.0,9,8,1.0,,0,0,0,0,0
      348403201  4,10,2.0,11,8,1.0,18.0,0,0,0,0,0
      348403301  2,10,2.0,11,5,2.0,16.0,0,0,0,0,0
      348403301  3,10,2.0,6,5,2.0,,0,0,0,0,0
      348403501  1,10,2.0,9,3,2.0,19.0,1,1,0,0,2
      348403501  3,10,2.0,8,3,2.0,,0,0,0,0,0
      348403601  2,10,2.0,8,3,1.0,17.0,0,0,0,0,0
      348404201  1,10,2.0,14,2,3.0,28.0,0,0,0,0,0
      348404701  2,10,2.0,11,3,2.0,17.0,0,0,0,0,0
      348404801  1,10,2.0,11,3,2.0,16.0,0,1,0,0,1
      348405001  2,10,2.0,16,3,1.0,23.0,0,0,0,0,0
      348500101  1,10,2.0,11,3,2.0,18.0,1,1,1,0,3
      348500201  2,10,2.0,11,7,1.0,16.0,0,0,0,0,0
      348500301  2,10,2.0,4,6,2.0,12.0,0,0,0,0,0
      348500401  2,10,2.0,12,4,1.0,31.0,0,0,0,0,0
      348500401  3,10,2.0,6,4,1.0,,0,0,0,0,0
      348500801  2,10,2.0,12,2,2.0,,0,0,0,0,0
      348501201  1,10,2.0,9,4,2.0,15.0,0,0,0,0,0
      348501201  3,10,2.0,9,4,2.0,20.0,1,1,1,1,4
      348501401  1,10,2.0,9,4,2.0,17.0,0,0,0,0,0
      348501601  1,10,2.0,14,3,2.0,27.0,0,0,0,0,0
      348503001  1,10,2.0,11,3,2.0,19.0,0,0,0,0,0
      348503001  2,10,2.0,6,3,2.0,,0,0,0,0,0
      348503101  1,10,2.0,8,4,2.0,18.0,1,1,1,1,4
      348503201  2,10,2.0,11,3,2.0,19.0,0,0,0,0,0
      348503401  2,10,2.0,11,3,2.0,21.0,0,0,0,0,0
      348600701  1,3,2.0,10,2,1.0,18.0,0,0,0,0,0
      348600901  2,10,2.0,7,4,1.0,18.0,0,0,0,0,0
      348601401  2,3,2.0,8,3,1.0,20.0,0,0,0,0,0
      348602801  2,10,2.0,6,3,1.0,15.0,0,0,0,0,0
      348603401  1,3,2.0,11,4,1.0,18.0,0,0,0,0,0
      348603701  3,3,2.0,11,5,1.0,,0,0,0,0,0
      348603701  4,3,2.0,11,5,1.0,20.0,0,0,0,0,0
      348603701  5,10,2.0,6,5,1.0,,0,0,0,0,0
      348700901  2,10,2.0,11,4,2.0,33.0,0,0,0,0,0
      348701201  2,10,2.0,9,5,1.0,20.0,0,0,0,0,0
      348701201  4,10,2.0,9,5,1.0,,0,0,0,0,0
      348704301  2,10,2.0,1,4,1.0,22.0,0,0,0,0,0
      348704401  2,10,2.0,9,3,1.0,20.0,0,0,0,0,0
      348704501  2,10,2.0,10,3,1.0,17.0,0,0,0,0,0
      348706801  2,10,2.0,11,3,2.0,21.0,0,1,0,0,1
      348707101  2,1,2.0,14,3,1.0,33.0,0,0,0,0,0
      348707301  2,10,2.0,6,6,1.0,19.0,0,1,0,0,1
      348707301  3,10,2.0,11,6,1.0,,0,0,0,0,0
      348707301  4,10,2.0,7,6,1.0,,0,0,0,0,0
      348800701  5,10,2.0,16,6,4.0,43.0,0,0,0,0,0
      348800901  2,10,2.0,17,4,2.0,28.0,0,0,0,0,0
      348808301  2,10,2.0,14,4,4.0,29.0,0,0,0,0,0
      348808501  2,10,2.0,16,4,5.0,25.0,0,0,0,0,0
      348808701  2,1,2.0,0,6,1.0,19.0,1,1,0,0,2
      348808701  5,1,2.0,14,6,1.0,24.0,0,0,0,0,0
      348822901  2,10,2.0,11,3,1.0,17.0,0,1,0,0,1
      348905601  5,10,1.0,12,6,3.0,19.0,0,0,0,0,0
      348908201  2,10,1.0,12,6,5.0,20.0,0,0,0,0,0
      348908401  2,10,1.0,11,6,3.0,,0,0,0,0,0
      348908401  3,10,1.0,11,6,3.0,20.0,0,0,0,0,0
      348908401  5,10,1.0,9,6,3.0,,0,0,0,0,0
      348908901  2,10,1.0,12,5,3.0,16.0,0,0,0,0,0
      348912302  2,10,1.0,14,4,5.0,19.0,0,0,0,0,0
      348912302  3,10,1.0,6,4,5.0,,0,0,0,0,0
      348912501  3,10,1.0,16,6,5.0,,0,0,0,0,0
      348912501  4,10,1.0,11,6,5.0,,0,0,0,0,0
      348912501  5,10,1.0,16,6,5.0,29.0,0,0,0,0,0
      348912901  2,10,1.0,16,5,4.0,31.0,0,0,0,0,0
      348915201  1,10,1.0,17,4,5.0,28.0,0,0,0,0,0
      348916101  1,10,1.0,12,1,4.0,,0,0,0,0,0
      349002001  3,11,1.0,12,4,2.0,,0,0,0,0,0
      349002002  2,10,1.0,11,5,2.0,22.0,0,0,0,0,0
      349002002  3,10,1.0,8,5,2.0,,0,0,0,0,0
      349002002  4,10,1.0,11,5,2.0,19.0,1,1,0,0,2
      349004401  4,10,1.0,11,7,4.0,19.0,0,0,0,0,0
      349004401  7,10,1.0,12,7,4.0,,0,0,0,0,0
      349006901  2,10,1.0,16,5,3.0,,0,0,0,0,0
      349011501  2,10,1.0,8,4,5.0,16.0,0,0,0,0,0
      349011501  4,10,1.0,11,4,5.0,,0,0,0,0,0
      349013001  2,10,1.0,11,6,2.0,20.0,0,0,0,0,0
      349013001  5,10,1.0,11,6,2.0,,0,0,0,0,0
      349013601  2,10,1.0,11,4,3.0,23.0,0,0,0,0,0
      349014401  2,10,1.0,3,4,3.0,16.0,0,0,0,0,0
      349015701  2,10,1.0,6,7,4.0,19.0,0,0,0,0,0
      349015701  3,10,1.0,12,7,4.0,,0,0,0,0,0
      349015701  4,10,1.0,8,7,4.0,,0,0,0,0,0
      349015701  5,10,1.0,14,7,4.0,24.0,0,0,0,0,0
      349101701  2,10,1.0,14,3,4.0,26.0,0,0,0,0,0
      349102001  2,10,1.0,2,6,3.0,22.0,0,0,0,0,0
      349104601  2,10,1.0,8,5,3.0,14.0,0,1,0,0,1
      349104901  3,10,1.0,13,6,3.0,22.0,0,0,0,0,0
      349106401  2,10,1.0,6,5,2.0,20.0,0,0,0,0,0
      349107601  2,10,1.0,11,4,2.0,20.0,0,0,0,0,0
      349109501  4,10,1.0,11,5,3.0,,0,0,0,0,0
      349110001  1,10,1.0,1,3,2.0,16.0,0,0,0,0,0
      349110001  2,10,1.0,6,3,2.0,,0,0,0,0,0
      349110701  1,10,1.0,11,2,3.0,21.0,0,0,0,0,0
      349110701  2,10,1.0,14,2,3.0,,0,0,0,0,0
      349200401  2,10,1.0,14,5,4.0,18.0,0,0,0,0,0
      349202701  1,10,1.0,11,4,3.0,18.0,0,0,0,0,0
      349202701  2,10,1.0,12,4,3.0,21.0,0,0,0,0,0
      349202702  2,10,1.0,11,3,3.0,17.0,0,0,0,0,0
      349203001  2,10,1.0,16,4,5.0,35.0,1,1,1,0,3
      349203101  2,10,1.0,14,6,3.0,27.0,0,1,0,0,1
      349203101  3,10,1.0,6,6,3.0,,0,0,0,0,0
      349203101  5,10,1.0,11,6,3.0,27.0,0,0,0,0,0
      349203101  6,10,1.0,8,6,3.0,,0,0,0,0,0
      349205001  2,10,1.0,18,7,5.0,30.0,0,0,0,0,0
      349205001  5,10,1.0,17,7,5.0,28.0,0,0,0,0,0
      349208601  2,10,1.0,18,7,5.0,30.0,0,0,0,0,0
      349208601  6,10,1.0,11,7,5.0,,0,0,0,0,0
      349208601  7,10,1.0,13,7,5.0,,0,0,0,0,0
      349208701  1,10,1.0,15,2,4.0,27.0,0,0,0,0,0
      349303501  2,10,1.0,11,3,4.0,27.0,0,0,0,0,0
      349304901  2,10,1.0,16,3,5.0,22.0,0,0,0,0,0
      349304901  3,10,1.0,9,3,5.0,,0,0,0,0,0
      349306601  2,10,1.0,18,5,5.0,32.0,0,0,0,0,0
      349306601  5,10,1.0,13,5,5.0,,0,0,0,0,0
      349309801  6,10,1.0,16,10,5.0,27.0,0,0,0,0,0
      349402501  1,10,1.0,11,4,2.0,21.0,1,0,0,0,1
      349408201  1,10,1.0,14,4,5.0,24.0,0,0,0,0,0
      349408501  2,10,1.0,11,3,5.0,16.0,0,0,0,0,0
      349409801  3,10,1.0,16,4,5.0,32.0,0,0,0,0,0
      349413501  1,10,1.0,16,2,4.0,21.0,0,0,0,0,0
      349413601  2,10,1.0,16,5,4.0,21.0,0,0,0,0,0
      349415101  2,10,1.0,14,4,5.0,26.0,0,1,0,0,1
      349500201  2,10,1.0,8,3,2.0,16.0,0,0,0,0,0
      349500301  2,10,1.0,10,4,3.0,16.0,1,0,0,0,1
      349502001  2,10,1.0,8,19,2.0,14.0,0,0,0,0,0
      349502001  4,10,1.0,6,19,2.0,,0,0,0,0,0
      349502001  8,10,1.0,6,19,2.0,,0,0,0,0,0
      349502001  9,10,1.0,6,19,2.0,,0,0,0,0,0
      349503401  1,10,1.0,11,4,3.0,19.0,0,0,0,0,0
      349505401  1,10,1.0,11,4,2.0,25.0,0,0,0,0,0
      349507301  1,10,1.0,8,4,3.0,17.0,1,1,1,1,4
      349512101  2,10,1.0,8,3,3.0,,0,0,0,0,0
      349512101  3,10,1.0,1,3,3.0,17.0,0,0,0,0,0
      349512102  2,10,1.0,11,3,2.0,17.0,0,0,0,0,0
      349512103  2,10,1.0,11,4,2.0,21.0,0,0,0,0,0
      349602601  2,10,1.0,14,3,4.0,21.0,0,0,0,0,0
      349603901  2,10,1.0,11,3,4.0,16.0,0,0,0,0,0
      349604801  2,10,1.0,16,6,3.0,23.0,0,0,0,0,0
      349604801  6,10,1.0,11,6,3.0,,0,0,0,0,0
      349607501  1,10,1.0,14,4,3.0,21.0,0,1,0,0,1
      349609701  2,10,1.0,11,3,2.0,19.0,0,0,0,0,0
      349610001  2,10,1.0,14,3,3.0,20.0,0,0,0,0,0
      349703001  2,10,1.0,5,5,4.0,,0,0,0,0,0
      349703001  3,10,1.0,14,5,4.0,24.0,0,0,0,0,0
      349704201  1,10,1.0,1,6,4.0,20.0,0,0,0,0,0
      349704201  5,10,1.0,11,6,4.0,21.0,0,0,0,0,0
      349711901  1,10,1.0,11,5,4.0,18.0,0,1,1,0,2
      349800501  2,10,1.0,16,4,3.0,,0,0,0,0,0
      349800501  4,10,1.0,10,4,3.0,,0,0,0,0,0
      349800502  1,10,1.0,16,4,1.0,29.0,0,0,0,0,0
      349800801  2,10,1.0,1,4,2.0,19.0,1,1,0,0,2
      349805501  1,10,1.0,6,3,1.0,23.0,1,1,1,1,4
      349805701  1,10,1.0,14,6,3.0,26.0,0,0,0,0,0
      349805701  2,10,1.0,10,6,3.0,,0,0,0,0,0
      349805701  5,10,1.0,10,6,3.0,19.0,0,0,0,0,0
      349806101  1,10,1.0,11,1,2.0,,0,0,0,0,0
      349807301  2,10,1.0,12,4,4.0,23.0,0,0,0,0,0
      349902601  2,10,1.0,14,4,2.0,22.0,0,0,0,0,0
      349903401  2,10,1.0,14,4,3.0,25.0,0,0,0,0,0
      349905301  2,10,1.0,11,3,4.0,35.0,0,0,0,0,0
      349906401  2,10,1.0,9,4,2.0,18.0,0,0,0,0,0
      349907601  1,10,1.0,16,2,4.0,27.0,1,0,0,0,1
      349909801  2,10,1.0,16,5,3.0,24.0,0,0,0,0,0
      349911102  2,10,1.0,12,5,4.0,19.0,0,0,0,0,0
      349911102  4,10,1.0,9,5,4.0,,0,0,0,0,0
      350002101  1,10,1.0,11,2,2.0,18.0,1,1,1,1,4
      350002601  2,10,1.0,14,3,4.0,29.0,1,1,0,0,2
      350003401  2,10,1.0,11,4,2.0,19.0,0,0,0,0,0
      350004301  2,10,1.0,16,3,4.0,22.0,0,0,0,0,0
      350005001  2,10,1.0,6,4,4.0,19.0,0,0,0,0,0
      350005701  2,10,1.0,3,5,4.0,19.0,0,0,0,0,0
      350005701  4,10,1.0,9,5,4.0,,0,0,0,0,0
      350010001  2,10,1.0,14,3,4.0,23.0,1,0,0,0,1
      350100101  2,10,1.0,14,4,4.0,21.0,0,0,0,0,0
      350100901  2,10,1.0,11,4,2.0,15.0,0,0,0,0,0
      350106801  2,10,1.0,13,5,4.0,20.0,0,0,0,0,0
      350106901  3,10,1.0,18,5,5.0,28.0,0,0,0,0,0
      350108401  3,10,1.0,16,5,5.0,43.0,0,0,0,0,0
      350108401  5,10,1.0,8,5,5.0,,0,0,0,0,0
      350110201  2,10,1.0,11,4,4.0,22.0,0,0,0,0,0
      350200201  1,10,1.0,6,7,3.0,21.0,0,0,0,0,0
      350200201  3,10,1.0,11,7,3.0,,0,0,0,0,0
      350200201  5,10,1.0,16,7,3.0,28.0,0,0,0,0,0
      350200201  7,10,1.0,14,7,3.0,,0,0,0,0,0
      350202301  2,10,1.0,9,6,3.0,17.0,0,1,0,0,1
      350202301  4,10,1.0,4,6,3.0,,0,0,0,0,0
      350204201  1,10,1.0,16,6,4.0,26.0,0,0,0,0,0
      350204301  2,10,1.0,11,7,3.0,16.0,0,0,0,0,0
      350204301  3,10,1.0,14,7,3.0,23.0,0,0,0,0,0
      350204301  5,10,1.0,16,7,3.0,24.0,0,0,0,0,0
      350204301  7,10,1.0,11,7,3.0,,0,0,0,0,0
      350205001  2,10,1.0,11,3,3.0,18.0,0,0,0,0,0
      350208501  3,10,1.0,16,4,3.0,,0,0,0,0,0
      350208501  4,10,1.0,16,4,3.0,,0,0,0,0,0
      350210301  2,10,1.0,16,4,4.0,28.0,0,0,0,0,0
      350210303  2,10,1.0,10,3,5.0,,0,0,0,0,0
      350212201  1,10,1.0,11,7,3.0,26.0,0,0,0,0,0
      350300701  2,10,1.0,14,4,3.0,24.0,0,0,0,0,0
      350301401  1,10,1.0,1,4,1.0,20.0,1,1,0,0,2
      350301601  1,10,1.0,6,5,2.0,20.0,1,0,0,0,1
      350302201  2,10,1.0,6,5,3.0,21.0,0,0,0,0,0
      350302201  3,10,1.0,12,5,3.0,,0,0,0,0,0
      350303501  1,10,1.0,14,2,4.0,26.0,1,1,0,0,2
      350305101  1,10,1.0,1,5,2.0,20.0,1,0,1,0,2
      350305101  3,10,1.0,7,5,2.0,,0,0,0,0,0
      350308701  2,10,1.0,0,7,3.0,20.0,1,1,1,0,3
      350310201  2,10,1.0,14,3,2.0,24.0,0,0,0,0,0
      350400101  2,10,1.0,16,4,3.0,19.0,0,0,0,0,0
      350400601  1,10,1.0,6,4,4.0,17.0,0,0,0,0,0
      350401901  1,10,1.0,5,6,2.0,18.0,1,1,1,1,4
      350401901  5,10,1.0,11,6,2.0,19.0,0,0,0,0,0
      350403301  1,10,1.0,11,5,2.0,25.0,0,0,0,0,0
      350404001  1,10,1.0,8,3,2.0,18.0,1,1,1,1,4
      350404002  2,10,1.0,14,3,2.0,23.0,0,0,0,0,0
      350406701  2,10,1.0,0,6,2.0,16.0,1,1,0,0,2
      350406701  3,10,1.0,6,6,2.0,,0,0,0,0,0
      350408001  2,10,1.0,7,5,2.0,18.0,0,1,0,0,1
      350408001  3,10,1.0,7,5,2.0,,0,0,0,0,0
      350408801  4,10,1.0,11,4,4.0,,0,0,0,0,0
      350408802  1,10,1.0,14,3,3.0,19.0,0,0,0,0,0
      350501701  2,10,2.0,3,3,2.0,15.0,0,1,0,0,1
      350502201  2,10,2.0,11,4,1.0,18.0,0,0,0,0,0
      350502201  4,10,2.0,7,4,1.0,,0,0,0,0,0
      350502401  4,10,2.0,11,6,2.0,,1,1,0,0,2
      350502401  6,10,2.0,8,6,2.0,,0,0,0,0,0
      350502402  1,10,2.0,9,3,2.0,17.0,0,0,0,0,0
      350502501  1,10,2.0,7,5,1.0,18.0,0,0,0,0,0
      350502501  4,10,2.0,12,5,1.0,18.0,0,0,0,0,0
      350505701  8,10,2.0,13,8,1.0,19.0,0,0,0,0,0
      350505801  3,10,2.0,8,6,1.0,,0,0,0,0,0
      350505801  4,10,2.0,7,6,1.0,,0,0,0,0,0
      350505901  1,10,2.0,10,3,1.0,15.0,0,0,0,0,0
      350506101  2,10,2.0,5,4,1.0,18.0,1,1,0,1,3
      350506101  4,10,2.0,8,4,1.0,,0,0,0,0,0
      350508601  1,10,2.0,9,3,1.0,23.0,0,0,0,0,0
      350508601  3,10,2.0,11,3,1.0,,0,0,0,0,0
      350508701  2,10,2.0,11,3,2.0,16.0,0,0,0,0,0
      350508801  2,10,2.0,3,8,1.0,20.0,1,0,0,0,1
      350508901  2,10,2.0,3,7,1.0,16.0,0,0,0,0,0
      350508901  3,10,2.0,6,7,1.0,,0,0,0,0,0
      350508901  4,10,2.0,6,7,1.0,,0,0,0,0,0
      350509001  2,10,2.0,6,4,1.0,20.0,1,0,0,0,1
      350600201  2,10,2.0,11,3,1.0,21.0,0,0,0,0,0
      350600301  2,10,2.0,11,4,1.0,21.0,0,0,0,0,0
      350600801  2,10,2.0,6,3,1.0,,0,0,0,0,0
      350600901  2,10,2.0,2,6,1.0,14.0,0,0,0,0,0
      350600901  4,10,2.0,6,6,1.0,,0,0,0,0,0
      350606301  4,10,2.0,11,4,1.0,,0,0,0,0,0
      350606801  3,10,2.0,8,3,1.0,,0,0,0,0,0
      350606901  3,10,2.0,11,4,1.0,20.0,1,1,1,0,3
      350607101  2,10,2.0,11,4,1.0,18.0,1,1,1,1,4
      350607201  1,10,2.0,8,4,1.0,24.0,0,0,0,0,0
      350607201  3,10,2.0,9,4,1.0,,0,0,0,0,0
      350607401  1,10,2.0,11,4,1.0,21.0,0,1,0,0,1
      350607401  2,10,2.0,6,4,1.0,,0,0,0,0,0
      350706301  2,10,2.0,6,5,1.0,16.0,0,0,0,0,0
      350706501  2,10,2.0,6,6,1.0,21.0,0,0,0,0,0
      350706501  5,10,2.0,9,6,1.0,,0,0,0,0,0
      350707101  2,10,2.0,6,5,1.0,17.0,0,0,0,0,0
      350708401  2,10,2.0,8,3,1.0,17.0,0,0,0,0,0
      350708701  1,10,2.0,4,5,1.0,17.0,0,0,0,0,0
      350712201  2,10,2.0,11,4,1.0,20.0,0,1,0,0,1
      350712301  4,10,2.0,5,4,1.0,,0,0,0,0,0
      350712401  2,10,2.0,2,5,1.0,22.0,0,0,0,0,0
      350712601  2,10,2.0,7,3,1.0,16.0,0,0,0,0,0
      350712701  1,10,2.0,1,3,1.0,20.0,0,0,0,0,0
      350801101  3,10,2.0,7,3,1.0,,0,0,0,0,0
      350801501  1,10,2.0,3,5,1.0,19.0,1,0,0,0,1
      350804601  1,10,2.0,4,2,1.0,23.0,0,0,0,0,0
      350807401  2,10,2.0,6,5,1.0,18.0,0,0,0,0,0
      350807501  2,10,2.0,6,3,1.0,22.0,1,1,0,0,2
      350807601  2,10,2.0,11,3,1.0,16.0,0,0,0,0,0
      350807701  1,10,2.0,4,4,1.0,15.0,1,0,0,0,1
      350807801  3,10,2.0,3,8,1.0,21.0,0,0,0,0,0
      350903201  2,10,1.0,11,6,2.0,27.0,1,0,0,0,1
      350905801  2,10,1.0,11,3,2.0,24.0,0,0,0,0,0
      350906501  1,10,1.0,11,3,4.0,16.0,0,0,0,0,0
      350907101  2,10,1.0,11,4,4.0,22.0,0,0,0,0,0
      350908701  2,10,1.0,2,4,2.0,19.0,1,1,0,1,3
      350912301  2,10,1.0,6,4,2.0,,0,0,0,0,0
      350912302  2,10,1.0,11,3,2.0,30.0,0,0,0,0,0
      350913201  4,10,1.0,16,5,3.0,24.0,0,0,0,0,0
      351001801  1,10,1.0,4,6,2.0,17.0,1,0,1,0,2
      351003001  2,10,1.0,16,5,3.0,29.0,0,0,0,0,0
      351003201  5,10,1.0,11,5,2.0,,0,0,0,0,0
      351004101  5,10,1.0,11,9,2.0,19.0,0,0,0,0,0
      351004101  7,10,1.0,11,9,2.0,17.0,0,0,0,0,0
      351005601  1,10,1.0,11,2,1.0,20.0,0,0,0,0,0
      351006801  2,10,1.0,9,4,3.0,18.0,0,0,0,0,0
      351006801  3,10,1.0,13,4,3.0,,0,0,0,0,0
      351100301  2,10,1.0,10,4,2.0,20.0,0,0,0,0,0
      351102401  1,10,1.0,9,6,4.0,17.0,0,0,0,0,0
      351102401  3,10,1.0,12,6,4.0,17.0,0,0,0,0,0
      351102401  6,10,1.0,11,6,4.0,,0,0,0,0,0
      351105001  2,10,1.0,11,2,2.0,,0,1,0,0,1
      351106501  2,10,1.0,16,3,2.0,26.0,0,0,0,0,0
      351109101  1,10,1.0,10,2,3.0,22.0,0,0,0,0,0
      351112001  2,10,1.0,11,3,3.0,32.0,0,0,0,0,0
      351113101  2,10,1.0,10,5,3.0,22.0,0,0,0,0,0
      351113101  5,10,1.0,10,5,3.0,,0,0,0,0,0
      351118601  1,10,1.0,11,10,3.0,20.0,0,0,0,0,0
      351118601  3,10,1.0,12,10,3.0,22.0,0,1,1,0,2
      351118601  7,10,1.0,11,10,3.0,20.0,0,0,0,0,0
      351119001  2,10,1.0,11,4,2.0,18.0,0,1,0,0,1
      351203601  3,10,1.0,11,6,3.0,23.0,0,0,0,0,0
      351205701  2,10,1.0,11,5,2.0,17.0,0,0,0,0,0
      351205701  5,10,1.0,6,5,2.0,,0,0,0,0,0
      351209701  2,10,1.0,11,3,3.0,18.0,0,0,0,0,0
      351210201  2,10,1.0,11,5,2.0,26.0,0,0,0,0,0
      351210201  4,10,1.0,9,5,2.0,,0,0,0,0,0
      351210202  1,10,1.0,5,2,1.0,28.0,0,0,0,0,0
      351210202  2,10,1.0,9,2,1.0,,0,0,0,0,0
      351210203  1,10,1.0,3,4,1.0,17.0,0,0,0,0,0
      351210701  1,10,1.0,16,4,4.0,31.0,1,1,1,1,4
      351211401  4,10,1.0,11,7,4.0,,0,0,0,0,0
      351213101  1,10,1.0,10,3,3.0,22.0,1,1,0,1,3
      351213401  2,10,1.0,11,3,2.0,19.0,0,0,0,0,0
      351301001  3,10,1.0,16,3,5.0,,0,0,0,0,0
      351302201  3,10,1.0,17,3,5.0,,0,0,0,0,0
      351305001  2,10,1.0,18,3,5.0,30.0,0,0,0,0,0
      351306501  2,10,1.0,9,5,4.0,18.0,0,0,0,0,0
      351306501  3,10,1.0,11,5,4.0,,0,0,0,0,0
      351306501  4,10,1.0,11,5,4.0,16.0,0,0,0,0,0
      351309901  3,10,1.0,14,6,4.0,23.0,1,0,0,0,1
      351311901  4,10,1.0,15,8,5.0,,0,0,0,0,0
      351311901  6,10,1.0,17,8,5.0,23.0,0,0,0,0,0
      351400601  2,10,1.0,1,4,3.0,21.0,0,0,0,0,0
      351400601  3,10,1.0,16,4,3.0,24.0,0,0,0,0,0
      351401201  2,10,1.0,16,5,4.0,31.0,0,0,0,0,0
      351405301  1,10,1.0,11,3,2.0,18.0,0,0,0,0,0
      351406401  2,10,1.0,13,2,2.0,,0,0,0,0,0
      351409501  4,10,1.0,14,8,3.0,23.0,0,0,0,0,0
      351409501  7,10,1.0,14,8,3.0,22.0,0,0,0,0,0
      351410001  2,10,1.0,4,4,4.0,22.0,0,0,0,0,0
      351410001  3,10,1.0,8,4,4.0,,0,0,0,0,0
      351412901  2,10,1.0,16,4,5.0,30.0,0,0,0,0,0
      351413501  4,10,1.0,11,6,3.0,,0,0,0,0,0
      351413501  5,10,1.0,14,6,3.0,28.0,0,0,0,0,0
      351413601  7,10,1.0,16,9,5.0,22.0,0,0,0,0,0
      351505801  2,10,1.0,12,4,3.0,26.0,0,0,0,0,0
      351508101  2,10,1.0,11,6,3.0,23.0,0,0,0,0,0
      351508901  2,10,1.0,11,4,4.0,19.0,0,0,0,0,0
      351509301  2,10,1.0,11,4,3.0,24.0,0,0,0,0,0
      351516301  1,10,1.0,11,4,3.0,21.0,0,0,0,0,0
      351516601  3,10,1.0,7,4,2.0,17.0,0,1,0,0,1
      351520901  1,10,1.0,11,2,3.0,18.0,0,0,0,0,0
      351602401  4,10,1.0,11,8,5.0,21.0,0,0,0,0,0
      351602401  6,10,1.0,11,8,5.0,20.0,1,1,0,0,2
      351604201  2,10,1.0,12,7,4.0,,0,0,0,0,0
      351604201  3,10,1.0,16,7,4.0,20.0,0,0,0,0,0
      351604201  6,10,1.0,16,7,4.0,19.0,0,0,0,0,0
      351605701  4,10,1.0,9,6,2.0,,0,0,0,0,0
      351605701  5,10,1.0,8,6,2.0,20.0,0,0,0,0,0
      351606601  3,10,1.0,11,3,5.0,,0,0,0,0,0
      351608501  2,10,1.0,9,5,5.0,14.0,0,0,0,0,0
      351611301  2,10,1.0,13,4,5.0,28.0,0,1,0,0,1
      351612101  2,10,1.0,14,4,4.0,26.0,0,0,0,0,0
      351613601  2,10,1.0,11,4,5.0,20.0,0,0,0,0,0
      351700401  1,10,1.0,9,8,3.0,19.0,0,0,0,0,0
      351700401  6,10,1.0,13,8,3.0,19.0,0,0,0,0,0
      351704501  1,10,1.0,16,3,5.0,23.0,0,0,0,0,0
      351705601  3,10,1.0,18,5,5.0,32.0,0,0,0,0,0
      351708401  2,10,1.0,12,5,3.0,31.0,1,1,0,0,2
      351708501  2,10,1.0,8,3,5.0,14.0,0,0,0,0,0
      351716201  2,10,1.0,16,4,4.0,27.0,0,0,0,0,0
      351716601  2,10,1.0,13,3,3.0,,0,0,0,0,0
      351716601  3,10,1.0,11,3,3.0,,0,0,0,0,0
      351718901  2,10,1.0,16,4,4.0,29.0,0,0,0,0,0
      351718901  3,10,1.0,9,4,4.0,,0,0,0,0,0
      351719601  5,10,1.0,16,5,4.0,,0,0,0,0,0
      351800401  1,10,1.0,7,2,2.0,23.0,0,0,0,0,0
      351802301  2,10,1.0,12,7,3.0,24.0,1,0,0,1,2
      351802301  4,10,1.0,14,7,3.0,26.0,0,0,0,0,0
      351802501  2,1,1.0,11,3,2.0,19.0,0,0,0,0,0
      351803701  4,10,1.0,10,5,2.0,,0,0,0,0,0
      351804101  2,10,1.0,11,8,2.0,24.0,0,0,0,0,0
      351804101  3,10,1.0,13,8,2.0,20.0,0,0,0,0,0
      351804101  7,10,1.0,11,8,2.0,20.0,0,1,0,0,1
      351804401  2,10,1.0,11,3,2.0,17.0,1,0,0,0,1
      351805601  2,10,1.0,8,3,2.0,13.0,0,0,0,0,0
      351806701  2,10,1.0,14,4,4.0,35.0,0,0,0,0,0
      351806801  2,10,1.0,12,3,4.0,31.0,0,1,0,0,1
      351904001  1,10,1.0,11,3,2.0,25.0,0,0,0,0,0
      351912101  2,10,1.0,11,7,5.0,23.0,0,0,0,0,0
      351912601  2,10,1.0,16,4,4.0,28.0,0,0,0,0,0
      351913901  7,10,1.0,9,13,3.0,20.0,0,0,0,0,0
      351915401  2,10,1.0,6,3,4.0,17.0,0,0,0,0,0
      351915401  3,10,1.0,16,3,4.0,,0,0,0,0,0
      352001201  3,10,1.0,15,7,4.0,,0,0,0,0,0
      352001201  4,10,1.0,16,7,4.0,24.0,0,0,0,0,0
      352002401  2,10,1.0,16,4,5.0,25.0,0,0,0,0,0
      352003601  2,10,1.0,16,5,4.0,24.0,0,0,0,0,0
      352008001  6,10,1.0,12,9,5.0,30.0,0,0,0,0,0
      352008001  7,10,1.0,6,9,5.0,,0,0,0,0,0
      352008001  8,10,1.0,14,9,5.0,39.0,0,0,0,0,0
      352009301  2,10,1.0,12,3,4.0,20.0,1,1,0,0,2
      352009301  3,10,1.0,11,3,4.0,,0,0,0,0,0
      352010001  4,10,1.0,16,5,5.0,28.0,0,0,0,0,0
      352010701  2,10,1.0,16,5,5.0,,0,0,0,0,0
